# conflictIndex, flightIndex1, flightIndex2, lat1, lon1, time1, lat2, lon2, time2
2304, 191, 146, 50.200214, -45.532578, 286.000000, 50.203182, -45.531174, 241.000000
2305, 100, 249, 50.189850, -45.456379, 536.000000, 50.189850, -45.456379, 526.000000
2306, 937, 811, 49.885109, -45.528019, 1601.000000, 49.888115, -45.522949, 1574.000000
2307, 115, 209, 50.149513, -44.682697, 344.000000, 50.146553, -44.684532, 400.000000
2308, 208, 229, 49.870266, -44.208374, 359.000000, 49.870266, -44.208374, 383.000000
2309, 87, 225, 49.842396, -44.445683, 414.000000, 49.842396, -44.445683, 382.000000
2310, 133, 63, 50.273903, -43.357033, 305.000000, 50.269104, -43.363956, 277.000000
2311, 90, 234, 49.886406, -42.875153, 437.000000, 49.886406, -42.875153, 417.000000
2312, 90, 234, 49.943134, -42.400440, 439.000000, 49.943134, -42.400440, 419.000000
2313, 90, 0, 49.998688, -41.924332, 441.000000, 49.998688, -41.924332, 421.000000
2314, 208, 0, 50.201935, -41.105202, 372.000000, 50.201935, -41.105202, 396.000000
2315, 87, 225, 50.155861, -41.585327, 426.000000, 50.155861, -41.585327, 394.000000
2316, 87, 0, 50.287628, -40.144112, 432.000000, 50.287628, -40.144112, 400.000000
2317, 832, 832, 49.852928, -30.668402, 1561.000000, 49.852257, -30.664148, 1539.000000
2318, 819, 873, 49.796387, -30.240305, 1541.000000, 49.800781, -30.234245, 1563.000000
2319, 170, 170, 50.217579, -21.128704, 496.000000, 50.224449, -21.124210, 515.000000
2320, 208, 170, 50.199619, -20.902431, 460.000000, 50.200752, -20.911028, 497.000000
2321, 234, 170, 50.253361, -20.668690, 513.000000, 50.253361, -20.668690, 533.000000
2322, 234, 170, 50.201633, -20.218597, 515.000000, 50.201633, -20.218597, 535.000000
2323, 234, 170, 50.147442, -19.767431, 517.000000, 50.147442, -19.767431, 537.000000
2324, 234, 170, 50.090694, -19.315353, 519.000000, 50.090694, -19.315353, 539.000000
2325, 208, 225, 49.941246, -18.890144, 469.000000, 49.941246, -18.890144, 493.000000
2326, 87, 208, 49.941246, -18.890144, 525.000000, 49.941246, -18.890144, 469.000000
2327, 225, 208, 49.941246, -18.890144, 493.000000, 49.941246, -18.890144, 469.000000
2328, 156, 160, 50.120102, -18.264936, 358.000000, 50.120102, -18.264936, 415.000000
2329, 68, 0, 50.002220, -17.615301, 418.000000, 50.002220, -17.615301, 361.000000
2330, 90, 234, 49.904678, -17.955229, 545.000000, 49.904678, -17.955229, 525.000000
2331, 68, 156, 49.961872, -17.399052, 419.000000, 49.961872, -17.399052, 362.000000
2332, 60, 128, 50.229771, -13.509463, 411.000000, 50.229771, -13.509463, 408.000000
2333, 60, 130, 50.064110, -12.603722, 415.000000, 50.064110, -12.603722, 412.000000
2334, 820, 887, 50.089916, -10.627708, 1707.000000, 50.091820, -10.625259, 1664.000000
2335, 368, 374, 49.926205, -0.405390, 563.000000, 49.934605, -0.403260, 599.000000
2336, 470, 424, 50.084034, 1.610751, 662.000000, 50.084034, 1.610751, 608.000000
2337, 869, 0, 50.258846, 6.285304, 1737.000000, 0.000000, 0.000000, 1712.000000
2338, 795, 1707, 50.122692, 7.763477, 1721.000000, 50.122692, 7.763477, 1744.000000
2339, 309, 349, 50.265526, 8.341446, 495.000000, 50.265678, 8.346664, 487.000000
2340, 349, 411, 50.254250, 8.319036, 533.000000, 50.259117, 8.312608, 582.000000
2341, 510, 349, 50.262550, 8.344673, 510.000000, 50.265678, 8.346664, 487.000000
2342, 370, 391, 50.251740, 8.317733, 546.000000, 50.254250, 8.319036, 533.000000
2343, 403, 391, 50.259117, 8.312608, 582.000000, 50.254250, 8.319036, 533.000000
2344, 869, 795, 50.080147, 8.179559, 1746.000000, 50.080147, 8.179559, 1723.000000
2345, 827, 741, 50.059139, 8.134845, 1866.000000, 50.060535, 8.130251, 1812.000000
2346, 267, 0, 50.147488, 8.438625, 387.000000, 50.146458, 8.440973, 398.000000
2347, 271, 281, 50.033306, 8.570456, 397.000000, 50.033306, 8.570456, 445.000000
2348, 37, 337, 50.033306, 8.570456, 448.000000, 50.033306, 8.570456, 472.000000
2349, 281, 337, 50.033306, 8.570456, 456.000000, 50.033306, 8.570456, 472.000000
2350, 281, 313, 50.033306, 8.570456, 456.000000, 50.033306, 8.570456, 511.000000
2351, 287, 337, 50.033306, 8.570456, 458.000000, 50.033306, 8.570456, 472.000000
2352, 287, 313, 50.033306, 8.570456, 458.000000, 50.033306, 8.570456, 511.000000
2353, 337, 313, 50.150703, 8.460093, 473.000000, 50.149532, 8.456004, 494.000000
2354, 30, 337, 50.033306, 8.570456, 486.000000, 50.033306, 8.570456, 472.000000
2355, 30, 313, 50.033306, 8.570456, 486.000000, 50.033306, 8.570456, 511.000000
2356, 291, 337, 50.033306, 8.570456, 490.000000, 50.033306, 8.570456, 472.000000
2357, 291, 313, 50.033306, 8.570456, 490.000000, 50.033306, 8.570456, 511.000000
2358, 309, 337, 50.033306, 8.570456, 493.000000, 50.033306, 8.570456, 472.000000
2359, 309, 313, 50.033306, 8.570456, 493.000000, 50.033306, 8.570456, 511.000000
2360, 313, 337, 50.033306, 8.570456, 511.000000, 50.033306, 8.570456, 472.000000
2361, 334, 337, 50.033306, 8.570456, 485.000000, 50.033306, 8.570456, 472.000000
2362, 334, 313, 50.033306, 8.570456, 485.000000, 50.033306, 8.570456, 511.000000
2363, 349, 337, 50.033306, 8.570456, 531.000000, 50.033306, 8.570456, 472.000000
2364, 349, 313, 50.033306, 8.570456, 531.000000, 50.033306, 8.570456, 511.000000
2365, 351, 313, 50.153305, 8.450203, 541.000000, 50.149532, 8.456004, 494.000000
2366, 360, 337, 50.033306, 8.570456, 517.000000, 50.033306, 8.570456, 472.000000
2367, 360, 313, 50.033306, 8.570456, 517.000000, 50.033306, 8.570456, 511.000000
2368, 510, 337, 50.033306, 8.570456, 508.000000, 50.033306, 8.570456, 472.000000
2369, 510, 313, 50.033306, 8.570456, 508.000000, 50.033306, 8.570456, 511.000000
2370, 570, 337, 50.033306, 8.570456, 520.000000, 50.033306, 8.570456, 472.000000
2371, 570, 313, 50.033306, 8.570456, 520.000000, 50.033306, 8.570456, 511.000000
2372, 106, 313, 50.033306, 8.570456, 547.000000, 50.033306, 8.570456, 511.000000
2373, 370, 313, 50.033306, 8.570456, 544.000000, 50.033306, 8.570456, 511.000000
2374, 373, 313, 50.033306, 8.570456, 543.000000, 50.033306, 8.570456, 511.000000
2375, 382, 313, 50.033306, 8.570456, 555.000000, 50.033306, 8.570456, 511.000000
2376, 411, 313, 50.033306, 8.570456, 566.000000, 50.033306, 8.570456, 511.000000
2377, 471, 313, 50.033306, 8.570456, 545.000000, 50.033306, 8.570456, 511.000000
2378, 458, 511, 50.033306, 8.570456, 652.000000, 50.033306, 8.570456, 704.000000
2379, 479, 511, 50.033306, 8.570456, 668.000000, 50.033306, 8.570456, 704.000000
2380, 489, 511, 50.033306, 8.570456, 672.000000, 50.033306, 8.570456, 704.000000
2381, 519, 511, 50.033306, 8.570456, 688.000000, 50.033306, 8.570456, 704.000000
2382, 522, 511, 50.033306, 8.570456, 685.000000, 50.033306, 8.570456, 704.000000
2383, 537, 511, 50.033306, 8.570456, 711.000000, 50.033306, 8.570456, 704.000000
2384, 539, 511, 50.033306, 8.570456, 703.000000, 50.033306, 8.570456, 704.000000
2385, 137, 609, 50.033306, 8.570456, 827.000000, 50.033306, 8.570456, 811.000000
2386, 599, 565, 50.033306, 8.570456, 796.000000, 50.033306, 8.570456, 740.000000
2387, 599, 609, 50.033306, 8.570456, 796.000000, 50.033306, 8.570456, 811.000000
2388, 606, 609, 50.033306, 8.570456, 818.000000, 50.033306, 8.570456, 811.000000
2389, 688, 714, 50.033306, 8.570456, 943.000000, 50.033306, 8.570456, 944.000000
2390, 695, 714, 50.033306, 8.570456, 949.000000, 50.033306, 8.570456, 944.000000
2391, 714, 714, 50.033306, 8.570456, 959.000000, 50.033306, 8.570456, 944.000000
2392, 738, 688, 50.033306, 8.570456, 1002.000000, 50.033306, 8.570456, 943.000000
2393, 959, 955, 50.033306, 8.570456, 1260.000000, 50.033306, 8.570456, 1237.000000
2394, 960, 955, 50.033306, 8.570456, 1230.000000, 50.033306, 8.570456, 1237.000000
2395, 721, 721, 50.033306, 8.570456, 1617.000000, 50.033306, 8.570456, 1609.000000
2396, 721, 743, 50.033306, 8.570456, 1617.000000, 50.033306, 8.570456, 1653.000000
2397, 946, 721, 50.033306, 8.570456, 1594.000000, 50.033306, 8.570456, 1609.000000
2398, 946, 743, 50.033306, 8.570456, 1594.000000, 50.033306, 8.570456, 1653.000000
2399, 664, 721, 50.033306, 8.570456, 1632.000000, 50.033306, 8.570456, 1609.000000
2400, 664, 743, 50.033306, 8.570456, 1632.000000, 50.033306, 8.570456, 1653.000000
2401, 732, 946, 50.033306, 8.570456, 1653.000000, 50.033306, 8.570456, 1617.000000
2402, 732, 748, 50.033306, 8.570456, 1653.000000, 50.033306, 8.570456, 1678.000000
2403, 743, 1721, 50.033306, 8.570456, 1678.000000, 50.033306, 8.570456, 1715.000000
2404, 748, 748, 50.033306, 8.570456, 1678.000000, 50.033306, 8.570456, 1678.000000
2405, 795, 1721, 50.033306, 8.570456, 1725.000000, 50.033306, 8.570456, 1715.000000
2406, 766, 804, 50.033306, 8.570456, 1746.000000, 50.033306, 8.570456, 1725.000000
2407, 766, 0, 50.033306, 8.570456, 1746.000000, 50.033306, 8.570456, 1748.000000
2408, 741, 913, 50.033306, 8.570456, 1814.000000, 50.033306, 8.570456, 1831.000000
2409, 201, 201, 50.776012, -92.170166, 225.000000, 50.776012, -92.170166, 208.000000
2410, 357, 929, 50.317810, -75.909317, 924.000000, 50.317810, -75.909317, 952.000000
2411, 357, 410, 50.608311, -75.461319, 921.000000, 50.608311, -75.461319, 949.000000
2412, 519, 459, 50.478382, -72.193687, 1056.000000, 50.478382, -72.193687, 1009.000000
2413, 608, 539, 50.589924, -68.947258, 1126.000000, 50.589924, -68.947258, 1070.000000
2414, 81, 0, 50.661499, -51.177944, 331.000000, 50.661499, -51.177944, 309.000000
2415, 5, 34, 50.371113, -45.598526, 147.000000, 50.371113, -45.598526, 188.000000
2416, 883, 814, 50.310284, -46.029026, 1528.000000, 50.310284, -46.029026, 1487.000000
2417, 5, 34, 50.459686, -45.128292, 149.000000, 50.459686, -45.128292, 190.000000
2418, 107, 217, 50.415600, -45.363609, 319.000000, 50.415600, -45.363609, 365.000000
2419, 790, 852, 50.531494, -44.742832, 1474.000000, 50.531494, -44.742832, 1515.000000
2420, 859, 850, 50.410965, -44.649052, 1570.000000, 50.410156, -44.644527, 1513.000000
2421, 5, 28, 50.589428, -44.420387, 152.000000, 50.589428, -44.420387, 193.000000
2422, 213, 77, 50.600250, -44.240414, 380.000000, 50.600250, -44.240414, 324.000000
2423, 227, 207, 50.496307, -44.400089, 384.000000, 50.496307, -44.400089, 373.000000
2424, 65, 65, 50.619804, -43.694351, 277.000000, 50.619804, -43.694351, 266.000000
2425, 69, 65, 50.619804, -43.694351, 294.000000, 50.619804, -43.694351, 266.000000
2426, 121, 77, 50.678734, -43.788403, 281.000000, 50.678734, -43.788403, 326.000000
2427, 186, 65, 50.611103, -43.694504, 259.000000, 50.619804, -43.694351, 266.000000
2428, 71, 58, 50.578789, -43.929760, 303.000000, 50.578789, -43.929760, 265.000000
2429, 73, 58, 50.570484, -43.930050, 307.000000, 50.578789, -43.929760, 265.000000
2430, 227, 207, 50.578789, -43.929760, 386.000000, 50.578789, -43.929760, 375.000000
2431, 100, 249, 50.414047, -44.039074, 542.000000, 50.414047, -44.039074, 532.000000
2432, 5, 31, 50.755932, -43.473427, 156.000000, 50.755932, -43.473427, 197.000000
2433, 121, 78, 50.794571, -43.109337, 284.000000, 50.794571, -43.109337, 329.000000
2434, 85, 209, 50.373631, -43.479206, 415.000000, 50.373631, -43.479206, 382.000000
2435, 213, 76, 50.717640, -43.562057, 383.000000, 50.717640, -43.562057, 327.000000
2436, 58, 66, 50.780792, -42.749657, 270.000000, 50.780792, -42.749657, 281.000000
2437, 69, 66, 50.780792, -42.749657, 298.000000, 50.780792, -42.749657, 281.000000
2438, 71, 65, 50.741062, -42.985950, 307.000000, 50.741062, -42.985950, 280.000000
2439, 89, 245, 50.752205, -42.264915, 463.000000, 50.752205, -42.264915, 450.000000
2440, 84, 211, 50.643642, -42.347145, 516.000000, 50.643642, -42.347145, 505.000000
2441, 261, 344, 50.465137, -42.294212, 760.000000, 50.467934, -42.288849, 778.000000
2442, 684, 746, 50.651203, -42.123169, 1492.000000, 50.651218, -42.118599, 1447.000000
2443, 795, 743, 50.624783, -42.348267, 1503.000000, 50.618294, -42.347717, 1446.000000
2444, 869, 797, 50.657970, -42.108856, 1527.000000, 50.657970, -42.108856, 1504.000000
2445, 60, 128, 50.446709, -41.992081, 283.000000, 50.446709, -41.992081, 280.000000
2446, 96, 245, 50.715374, -41.924313, 494.000000, 50.715374, -41.924313, 477.000000
2447, 100, 249, 50.766769, -41.658169, 552.000000, 50.771225, -41.649876, 508.000000
2448, 249, 249, 50.766769, -41.658169, 542.000000, 50.771225, -41.649876, 508.000000
2449, 60, 128, 50.503239, -41.531956, 285.000000, 50.503239, -41.531956, 282.000000
2450, 869, 797, 50.786545, -41.148308, 1531.000000, 50.786545, -41.148308, 1508.000000
2451, 896, 797, 50.789974, -41.145576, 1552.000000, 50.786545, -41.148308, 1508.000000
2452, 60, 128, 50.558022, -41.070824, 287.000000, 50.558022, -41.070824, 284.000000
2453, 128, 60, 50.732777, -39.454899, 291.000000, 50.732777, -39.454899, 294.000000
2454, 33, 48, 50.747765, -38.501904, 297.000000, 50.745899, -38.506870, 266.000000
2455, 788, 851, 50.775993, -37.653790, 1523.000000, 50.782131, -37.654461, 1543.000000
2456, 87, 225, 50.567253, -35.355949, 452.000000, 50.567253, -35.355949, 420.000000
2457, 90, 0, 50.654877, -32.166199, 482.000000, 50.654877, -32.166199, 462.000000
2458, 90, 234, 50.659073, -31.933367, 483.000000, 50.659073, -31.933367, 463.000000
2459, 90, 234, 50.665333, -31.467665, 485.000000, 50.665333, -31.467665, 465.000000
2460, 90, 0, 50.669319, -30.770948, 488.000000, 50.669319, -30.770948, 468.000000
2461, 90, 0, 50.661579, -29.620089, 493.000000, 50.661579, -29.620089, 473.000000
2462, 208, 225, 50.631580, -29.542074, 421.000000, 50.631580, -29.542074, 445.000000
2463, 87, 234, 50.627663, -29.315536, 478.000000, 50.627663, -29.315536, 446.000000
2464, 208, 234, 50.627663, -29.315536, 422.000000, 50.627663, -29.315536, 446.000000
2465, 87, 208, 50.619560, -28.864647, 480.000000, 50.619560, -28.864647, 424.000000
2466, 225, 208, 50.619560, -28.864647, 448.000000, 50.619560, -28.864647, 424.000000
2467, 208, 234, 50.607601, -28.194145, 427.000000, 50.607601, -28.194145, 451.000000
2468, 90, 234, 50.646446, -28.484133, 498.000000, 50.646446, -28.484133, 478.000000
2469, 225, 225, 50.601185, -27.751862, 453.000000, 50.601185, -27.751862, 429.000000
2470, 87, 225, 50.603821, -27.972160, 484.000000, 50.603821, -27.972160, 452.000000
2471, 208, 0, 50.595467, -27.311869, 431.000000, 50.595467, -27.311869, 455.000000
2472, 87, 0, 50.595467, -27.311869, 487.000000, 50.595467, -27.311869, 455.000000
2473, 87, 225, 50.585629, -26.652618, 490.000000, 50.585629, -26.652618, 434.000000
2474, 225, 225, 50.576416, -26.212118, 460.000000, 50.576416, -26.212118, 436.000000
2475, 90, 450, 50.630188, -26.262550, 508.000000, 50.630188, -26.262550, 488.000000
2476, 90, 234, 50.614395, -25.593260, 511.000000, 50.614395, -25.593260, 491.000000
2477, 234, 234, 50.598576, -25.145689, 493.000000, 50.598576, -25.145689, 513.000000
2478, 90, 491, 50.580017, -24.698219, 515.000000, 50.580017, -24.698219, 495.000000
2479, 90, 0, 50.558102, -24.251125, 517.000000, 50.558102, -24.251125, 497.000000
2480, 225, 225, 50.465672, -23.779581, 471.000000, 50.465672, -23.779581, 447.000000
2481, 87, 225, 50.465672, -23.779581, 503.000000, 50.465672, -23.779581, 447.000000
2482, 90, 234, 50.546124, -24.027777, 518.000000, 50.546124, -24.027777, 498.000000
2483, 225, 208, 50.434746, -23.338402, 473.000000, 50.434746, -23.338402, 449.000000
2484, 87, 208, 50.450893, -23.559050, 504.000000, 50.450893, -23.559050, 448.000000
2485, 208, 0, 50.382168, -22.676411, 452.000000, 50.382168, -22.676411, 476.000000
2486, 87, 225, 50.382168, -22.676411, 508.000000, 50.382168, -22.676411, 452.000000
2487, 87, 208, 50.363075, -22.455584, 509.000000, 50.363075, -22.455584, 453.000000
2488, 156, 160, 50.650154, -21.711245, 342.000000, 50.650154, -21.711245, 399.000000
2489, 89, 0, 50.633492, -14.214446, 589.000000, 50.633492, -14.214446, 576.000000
2490, 945, 875, 50.299339, -12.399632, 1382.000000, 50.293568, -12.404150, 1438.000000
2491, 85, 209, 50.357216, -6.975522, 571.000000, 50.357216, -6.975522, 538.000000
2492, 88, 463, 50.429825, -6.758200, 655.000000, 50.429825, -6.758200, 626.000000
2493, 85, 209, 50.324924, -6.523483, 573.000000, 50.324924, -6.523483, 540.000000
2494, 88, 226, 50.414478, -6.529253, 656.000000, 50.414478, -6.529253, 627.000000
2495, 88, 226, 50.368561, -5.843410, 659.000000, 50.368561, -5.843410, 630.000000
2496, 795, 896, 50.608105, -2.146486, 1675.000000, 50.608105, -2.146486, 1698.000000
2497, 743, 0, 50.551647, -0.617424, 1633.000000, 50.555470, -0.624721, 1610.000000
2498, 795, 896, 50.473461, 2.363237, 1696.000000, 50.473461, 2.363237, 1719.000000
2499, 459, 519, 50.504292, 8.084503, 645.000000, 50.504292, 8.084503, 692.000000
2500, 512, 613, 51.254253, -98.224312, 1161.000000, 51.254253, -98.224312, 1120.000000
2501, 174, 201, 51.003574, -91.594872, 211.000000, 51.003574, -91.594872, 228.000000
2502, 201, 201, 51.153866, -91.210655, 230.000000, 51.153866, -91.210655, 213.000000
2503, 608, 539, 51.222965, -68.340210, 1120.000000, 51.222965, -68.340210, 1064.000000
2504, 453, 433, 50.822067, -66.035355, 987.000000, 50.822067, -66.035355, 952.000000
2505, 35, 152, 51.186317, -45.001274, 303.000000, 51.186317, -45.001274, 267.000000
2506, 36, 138, 50.892551, -44.184975, 275.000000, 50.892551, -44.184975, 276.000000
2507, 83, 132, 51.245312, -43.553368, 354.000000, 51.245312, -43.553368, 325.000000
2508, 5, 34, 50.950684, -42.284573, 161.000000, 50.950684, -42.284573, 202.000000
2509, 117, 102, 50.933067, -42.176422, 292.000000, 50.933067, -42.176422, 325.000000
2510, 107, 217, 50.912815, -42.523014, 331.000000, 50.912815, -42.523014, 377.000000
2511, 931, 917, 50.901115, -42.384895, 1571.000000, 50.906895, -42.380894, 1578.000000
2512, 121, 44, 50.981709, -41.972382, 289.000000, 50.981796, -41.970257, 249.000000
2513, 121, 77, 51.018318, -41.743599, 290.000000, 51.018318, -41.743599, 335.000000
2514, 138, 44, 51.158112, -41.808662, 304.000000, 51.158112, -41.808662, 263.000000
2515, 227, 213, 50.936253, -41.800385, 395.000000, 50.936253, -41.800385, 384.000000
2516, 850, 806, 51.085884, -41.821201, 1528.000000, 51.085884, -41.821201, 1487.000000
2517, 121, 77, 51.090389, -41.285000, 292.000000, 51.090389, -41.285000, 337.000000
2518, 227, 207, 50.974281, -41.561905, 396.000000, 50.974281, -41.561905, 385.000000
2519, 96, 245, 50.801392, -41.442551, 496.000000, 50.801392, -41.442551, 479.000000
2520, 790, 850, 51.167023, -41.365925, 1489.000000, 51.167023, -41.365925, 1530.000000
2521, 916, 850, 51.011879, -41.323036, 1572.000000, 51.011879, -41.323036, 1516.000000
2522, 5, 28, 51.131657, -41.089272, 166.000000, 51.131657, -41.089272, 207.000000
2523, 186, 74, 51.107975, -40.603317, 272.000000, 51.107975, -40.603317, 321.000000
2524, 78, 50, 51.211620, -40.508842, 332.000000, 51.213280, -40.522625, 288.000000
2525, 739, 797, 50.877796, -40.382648, 1593.000000, 50.877151, -40.380707, 1541.000000
2526, 2, 22, 51.261189, -39.643997, 168.000000, 51.261189, -39.643997, 198.000000
2527, 227, 209, 51.261189, -39.643997, 404.000000, 51.261189, -39.643997, 393.000000
2528, 74, 145, 51.037094, -39.490501, 333.000000, 51.037094, -39.490501, 286.000000
2529, 207, 229, 51.295223, -39.404488, 394.000000, 51.295223, -39.404488, 405.000000
2530, 89, 403, 51.108707, -39.282185, 476.000000, 51.108707, -39.282185, 463.000000
2531, 84, 226, 51.159370, -39.325485, 529.000000, 51.159370, -39.325485, 518.000000
2532, 829, 775, 51.137840, -39.422844, 1524.000000, 51.140388, -39.416676, 1577.000000
2533, 74, 156, 51.129253, -38.798054, 336.000000, 51.129253, -38.798054, 289.000000
2534, 182, 209, 50.914799, -38.783627, 355.000000, 50.914345, -38.790791, 368.000000
2535, 84, 211, 51.195312, -39.093525, 530.000000, 51.195312, -39.093525, 519.000000
2536, 60, 130, 50.901546, -37.608681, 302.000000, 50.901546, -37.608681, 299.000000
2537, 869, 795, 51.238384, -38.044163, 1544.000000, 51.238384, -38.044163, 1521.000000
2538, 68, 184, 51.091499, -37.232281, 328.000000, 51.091499, -37.232281, 271.000000
2539, 31, 22, 51.046940, -36.899693, 216.000000, 51.048500, -36.891647, 217.000000
2540, 60, 129, 50.994144, -36.691341, 306.000000, 50.994144, -36.691341, 303.000000
2541, 156, 70, 51.180500, -35.181938, 280.000000, 51.180500, -35.181938, 337.000000
2542, 85, 209, 51.269840, -35.556618, 448.000000, 51.269840, -35.556618, 415.000000
2543, 156, 70, 51.193108, -34.726486, 282.000000, 51.193108, -34.726486, 339.000000
2544, 773, 809, 51.170895, -34.787399, 1503.000000, 51.167294, -34.799839, 1488.000000
2545, 60, 128, 51.258945, -33.499908, 320.000000, 51.258945, -33.499908, 317.000000
2546, 792, 981, 51.000099, -32.007244, 1532.000000, 51.001526, -32.012875, 1579.000000
2547, 773, 843, 51.123100, -26.360828, 1541.000000, 51.129936, -26.363398, 1580.000000
2548, 100, 344, 51.186779, -18.311502, 652.000000, 51.186779, -18.311502, 642.000000
2549, 927, 941, 51.060123, -18.343275, 1744.000000, 51.057316, -18.344088, 1706.000000
2550, 100, 249, 51.156902, -18.077330, 653.000000, 51.156902, -18.077330, 643.000000
2551, 412, 344, 51.093513, -17.143970, 699.000000, 51.094025, -17.150595, 641.000000
2552, 795, 0, 51.009480, -9.192304, 1644.000000, 51.009480, -9.192304, 1667.000000
2553, 795, 869, 50.997051, -8.962878, 1645.000000, 50.997051, -8.962878, 1668.000000
2554, 795, 869, 50.909115, -7.361480, 1652.000000, 50.909115, -7.361480, 1675.000000
2555, 657, 0, 50.864693, -5.910865, 854.000000, 50.867329, -5.913224, 825.000000
2556, 908, 817, 50.991375, -1.365908, 1751.000000, 50.986347, -1.371019, 1695.000000
2557, 556, 0, 51.153912, -0.585144, 670.000000, 51.154396, -0.587153, 716.000000
2558, 561, 0, 51.156754, -0.589760, 663.000000, 51.154396, -0.587153, 716.000000
2559, 638, 0, 51.151829, -0.585816, 798.000000, 51.153912, -0.585144, 827.000000
2560, 306, 359, 51.120186, 4.226159, 506.000000, 51.116783, 4.231054, 546.000000
2561, 326, 306, 51.011169, 4.355124, 523.000000, 51.010876, 4.355606, 505.000000
2562, 326, 362, 51.230186, 4.094643, 525.000000, 51.224220, 4.103477, 547.000000
2563, 323, 362, 51.011501, 4.354583, 548.000000, 51.012154, 4.363288, 576.000000
2564, 323, 306, 51.121429, 4.224107, 549.000000, 51.120186, 4.226159, 506.000000
2565, 329, 362, 51.015022, 4.368698, 547.000000, 51.012154, 4.363288, 576.000000
2566, 359, 362, 51.009171, 4.358042, 545.000000, 51.012154, 4.363288, 576.000000
2567, 359, 306, 51.116783, 4.231054, 546.000000, 51.120186, 4.226159, 506.000000
2568, 405, 362, 51.013584, 4.361125, 583.000000, 51.012154, 4.363288, 576.000000
2569, 371, 405, 51.211727, 4.588862, 553.000000, 51.211727, 4.588862, 578.000000
2570, 101, 0, 50.899693, 6.396801, 881.000000, 50.899693, 6.396801, 884.000000
2571, 373, 382, 51.061024, 7.388143, 552.000000, 51.061516, 7.380817, 564.000000
2572, 337, 337, 51.207664, 7.451223, 482.000000, 51.203487, 7.439798, 495.000000
2573, 459, 519, 50.858307, 7.716031, 648.000000, 50.858307, 7.716031, 695.000000
2574, 539, 677, 51.028481, 7.432647, 712.000000, 51.028481, 7.432647, 768.000000
2575, 599, 599, 50.850292, 7.757730, 803.000000, 50.854618, 7.751499, 821.000000
2576, 512, 613, 51.418930, -97.930367, 1159.000000, 51.418930, -97.930367, 1118.000000
2577, 174, 0, 51.379623, -90.632149, 216.000000, 51.379623, -90.632149, 233.000000
2578, 508, 493, 51.759209, -74.342323, 1090.000000, 51.756554, -74.388878, 1050.000000
2579, 338, 361, 51.625332, -73.724991, 903.000000, 51.631817, -73.752640, 915.000000
2580, 424, 470, 51.603756, -73.704445, 965.000000, 51.603756, -73.704445, 1019.000000
2581, 424, 366, 51.769867, -73.374718, 963.000000, 51.764042, -73.300591, 941.000000
2582, 608, 539, 51.591515, -67.820992, 1116.000000, 51.591515, -67.820992, 1060.000000
2583, 403, 371, 51.783802, -66.527725, 922.000000, 51.788372, -66.437660, 886.000000
2584, 76, 0, 51.329269, -39.675201, 344.000000, 51.329800, -39.659794, 389.000000
2585, 106, 0, 51.332031, -39.662041, 330.000000, 51.329800, -39.659794, 389.000000
2586, 107, 0, 51.329800, -39.659794, 343.000000, 51.329800, -39.659794, 389.000000
2587, 213, 217, 51.296314, -39.904778, 399.000000, 51.297836, -39.897083, 388.000000
2588, 213, 112, 51.329269, -39.675201, 400.000000, 51.329800, -39.659794, 343.000000
2589, 217, 112, 51.329800, -39.659794, 389.000000, 51.329800, -39.659794, 343.000000
2590, 76, 106, 51.361839, -39.445316, 345.000000, 51.358982, -39.430229, 331.000000
2591, 107, 106, 51.361340, -39.422188, 344.000000, 51.358982, -39.430229, 331.000000
2592, 107, 217, 51.361340, -39.422188, 344.000000, 51.361340, -39.422188, 390.000000
2593, 926, 106, 51.356003, -39.416763, 321.000000, 51.358982, -39.430229, 331.000000
2594, 5, 28, 51.423061, -38.947163, 175.000000, 51.423061, -38.947163, 216.000000
2595, 7, 28, 51.418201, -38.955322, 163.000000, 51.423061, -38.947163, 216.000000
2596, 213, 77, 51.456379, -38.754196, 404.000000, 51.456379, -38.754196, 348.000000
2597, 51, 47, 51.450249, -38.288231, 301.000000, 51.445770, -38.306213, 265.000000
2598, 121, 76, 51.486958, -38.523346, 304.000000, 51.486958, -38.523346, 349.000000
2599, 171, 76, 51.620663, -38.138096, 383.000000, 51.617680, -38.119530, 350.000000
2600, 227, 207, 51.425850, -38.443741, 409.000000, 51.425850, -38.443741, 398.000000
2601, 58, 73, 51.517570, -37.721428, 291.000000, 51.517570, -37.721428, 329.000000
2602, 36, 43, 51.665607, -37.650227, 302.000000, 51.670441, -37.634304, 266.000000
2603, 69, 71, 51.487717, -37.962219, 318.000000, 51.487717, -37.962219, 328.000000
2604, 119, 43, 51.665607, -37.650227, 303.000000, 51.670441, -37.634304, 266.000000
2605, 131, 43, 51.743877, -37.141052, 282.000000, 51.750286, -37.189571, 268.000000
2606, 186, 74, 51.555752, -37.237129, 286.000000, 51.555752, -37.237129, 335.000000
2607, 65, 73, 51.575485, -37.239445, 304.000000, 51.575485, -37.239445, 331.000000
2608, 192, 42, 51.717052, -37.425865, 317.000000, 51.710701, -37.411816, 267.000000
2609, 171, 171, 51.707848, -37.162395, 387.000000, 51.703350, -37.164173, 396.000000
2610, 760, 839, 51.531109, -37.127377, 1623.000000, 51.528656, -37.119900, 1590.000000
